ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best_of,player1,player2,Rank_1,Rank_2,Odds_1,Odds_2,player1_won
22,Paris,French Open,2020-09-29,Grand Slam,Outdoor,Clay,1st Round,5.0,Lajovic D.,Mager G.,24.0,89.0,1.12,6.24,1
22,Paris,French Open,2020-09-29,Grand Slam,Outdoor,Clay,1st Round,5.0,Anderson K.,Djere L.,118.0,73.0,2.78,1.44,1
22,Paris,French Open,2020-09-29,Grand Slam,Outdoor,Clay,1st Round,5.0,Dellien H.,Berankis R.,104.0,66.0,1.51,2.56,0
22,Paris,French Open,2020-09-29,Grand Slam,Outdoor,Clay,1st Round,5.0,Halys Q.,Giron M.,202.0,96.0,1.98,1.83,0
22,Paris,French Open,2020-09-29,Grand Slam,Outdoor,Clay,1st Round,5.0,Mayot H.,Davidovich Fokina A.,412.0,70.0,5.97,1.13,0
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Bublik A.,Sonego L.,49.0,46.0,1.63,2.28,0
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Sinner J.,Bonzi B.,75.0,227.0,1.09,7.75,1
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Cecchinato M.,Londero J.I.,110.0,69.0,1.32,3.41,1
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Coria F.,Paire B.,99.0,26.0,1.97,1.84,1
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Paul T.,Ruud C.,58.0,25.0,4.88,1.18,0
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Travaglia S.,Nishikori K.,74.0,35.0,1.68,2.2,1
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Zverev A.,Herbert P.H.,7.0,78.0,1.11,6.8,1
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Mcdonald M.,Nadal R.,236.0,2.0,22.51,1.01,0
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Thiem D.,Sock J.,3.0,310.0,1.04,12.09,1
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Gombos N.,Rodionov J.,106.0,170.0,1.44,2.82,1
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Schwartzman D.,Giustino L.,14.0,157.0,1.01,19.32,1
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Nishioka Y.,Gaston H.,52.0,239.0,1.3,3.54,0
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Wawrinka S.,Koepfer D.,17.0,61.0,1.27,3.78,1
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Fritz T.,Albot R.,30.0,79.0,1.52,2.54,1
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Isner J.,Korda S.,23.0,213.0,1.54,2.49,0
22,Paris,French Open,2020-09-30,Grand Slam,Outdoor,Clay,2nd Round,5.0,Kukushkin M.,Martinez P.,88.0,105.0,2.73,1.46,0
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Harris L.,Berrettini M.,90.0,8.0,8.29,1.08,0
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Rublev A.,Davidovich Fokina A.,12.0,70.0,1.2,4.68,1
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Balazs A.,Bautista Agut R.,87.0,10.0,10.03,1.06,0
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Anderson K.,Lajovic D.,118.0,24.0,2.56,1.51,1
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Tsitsipas S.,Cuevas P.,6.0,60.0,1.18,4.99,1
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Milojevic N.,Bedene A.,144.0,56.0,1.95,1.86,0
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Berankis R.,Djokovic N.,66.0,1.0,21.54,1.01,0
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Dimitrov G.,Martin A.,20.0,102.0,1.14,5.93,1
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Sandgren T.,Galan D.,47.0,153.0,1.38,3.09,0
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Struff J.L.,Altmaier D.,32.0,186.0,1.37,3.11,0
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Khachanov K.,Vesely J.,16.0,68.0,1.27,3.79,1
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Monteiro T.,Giron M.,84.0,96.0,1.23,4.24,1
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Garin C.,Polmans M.,19.0,122.0,1.09,7.51,1
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Ramos-Vinolas A.,Fucsovics M.,44.0,63.0,2.79,1.44,0
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Shapovalov D.,Carballes Baena R.,11.0,101.0,1.2,4.52,0
22,Paris,French Open,2020-10-01,Grand Slam,Outdoor,Clay,2nd Round,5.0,Carreno Busta P.,Pella G.,18.0,37.0,1.29,3.65,1
22,Paris,French Open,2020-10-02,Grand Slam,Outdoor,Clay,3rd Round,5.0,Cecchinato M.,Zverev A.,110.0,7.0,2.9,1.42,0
22,Paris,French Open,2020-10-02,Grand Slam,Outdoor,Clay,3rd Round,5.0,Gombos N.,Schwartzman D.,106.0,14.0,10.33,1.06,0
22,Paris,French Open,2020-10-02,Grand Slam,Outdoor,Clay,3rd Round,5.0,Travaglia S.,Nadal R.,74.0,2.0,22.92,1.01,0
22,Paris,French Open,2020-10-02,Grand Slam,Outdoor,Clay,3rd Round,5.0,Wawrinka S.,Gaston H.,17.0,239.0,1.04,11.69,0
22,Paris,French Open,2020-10-02,Grand Slam,Outdoor,Clay,3rd Round,5.0,Sonego L.,Fritz T.,46.0,30.0,1.98,1.83,1
22,Paris,French Open,2020-10-02,Grand Slam,Outdoor,Clay,3rd Round,5.0,Martinez P.,Korda S.,105.0,213.0,1.43,2.85,0
22,Paris,French Open,2020-10-02,Grand Slam,Outdoor,Clay,3rd Round,5.0,Thiem D.,Ruud C.,3.0,25.0,1.13,6.13,1
22,Paris,French Open,2020-10-02,Grand Slam,Outdoor,Clay,3rd Round,5.0,Coria F.,Sinner J.,99.0,75.0,5.41,1.16,0
22,Paris,French Open,2020-10-03,Grand Slam,Outdoor,Clay,3rd Round,5.0,Altmaier D.,Berrettini M.,186.0,8.0,5.08,1.17,1
22,Paris,French Open,2020-10-03,Grand Slam,Outdoor,Clay,3rd Round,5.0,Anderson K.,Rublev A.,118.0,12.0,4.42,1.21,0
22,Paris,French Open,2020-10-03,Grand Slam,Outdoor,Clay,3rd Round,5.0,Bautista Agut R.,Carreno Busta P.,10.0,18.0,1.75,2.09,0
22,Paris,French Open,2020-10-03,Grand Slam,Outdoor,Clay,3rd Round,5.0,Fucsovics M.,Monteiro T.,63.0,84.0,1.52,2.54,1
22,Paris,French Open,2020-10-03,Grand Slam,Outdoor,Clay,3rd Round,5.0,Garin C.,Khachanov K.,19.0,16.0,1.71,2.15,0
22,Paris,French Open,2020-10-03,Grand Slam,Outdoor,Clay,3rd Round,5.0,Galan D.,Djokovic N.,153.0,1.0,22.41,1.01,0
22,Paris,French Open,2020-10-04,Grand Slam,Outdoor,Clay,4th Round,5.0,Korda S.,Nadal R.,213.0,2.0,22.01,1.01,0
22,Paris,French Open,2020-10-04,Grand Slam,Outdoor,Clay,4th Round,5.0,Sinner J.,Zverev A.,75.0,7.0,2.74,1.46,1
22,Paris,French Open,2020-10-04,Grand Slam,Outdoor,Clay,4th Round,5.0,Thiem D.,Gaston H.,3.0,239.0,1.02,16.67,1
22,Paris,French Open,2020-10-04,Grand Slam,Outdoor,Clay,4th Round,5.0,Schwartzman D.,Sonego L.,14.0,46.0,1.16,5.26,1
22,Paris,French Open,2020-10-05,Grand Slam,Outdoor,Clay,4th Round,5.0,Carreno Busta P.,Altmaier D.,18.0,186.0,1.22,4.32,1
22,Paris,French Open,2020-10-05,Grand Slam,Outdoor,Clay,4th Round,5.0,Dimitrov G.,Tsitsipas S.,20.0,6.0,3.49,1.31,0
22,Paris,French Open,2020-10-05,Grand Slam,Outdoor,Clay,4th Round,5.0,Rublev A.,Fucsovics M.,12.0,63.0,1.23,4.26,1
22,Paris,French Open,2020-10-05,Grand Slam,Outdoor,Clay,4th Round,5.0,Djokovic N.,Khachanov K.,1.0,16.0,1.03,13.89,1
22,Paris,French Open,2020-10-06,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Thiem D.,Schwartzman D.,3.0,14.0,1.4,3.01,0
22,Paris,French Open,2020-10-06,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Nadal R.,Sinner J.,2.0,75.0,1.08,8.31,1
22,Paris,French Open,2020-10-07,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Tsitsipas S.,Rublev A.,6.0,12.0,1.52,2.57,1
22,Paris,French Open,2020-10-07,Grand Slam,Outdoor,Clay,Quarterfinals,5.0,Djokovic N.,Carreno Busta P.,1.0,18.0,1.06,10.15,1
22,Paris,French Open,2020-10-09,Grand Slam,Outdoor,Clay,Semifinals,5.0,Nadal R.,Schwartzman D.,2.0,14.0,1.16,5.51,1
22,Paris,French Open,2020-10-09,Grand Slam,Outdoor,Clay,Semifinals,5.0,Tsitsipas S.,Djokovic N.,6.0,1.0,3.53,1.31,0
22,Paris,French Open,2020-10-11,Grand Slam,Outdoor,Clay,The Final,5.0,Djokovic N.,Nadal R.,1.0,2.0,2.24,1.68,0
24,Sardinia,Forte Village Sardegna Open,2020-10-12,ATP250,Outdoor,Clay,1st Round,3.0,Martin A.,Paul T.,100.0,58.0,3.13,1.36,0
25,St. Petersburg,St. Petersburg Open,2020-10-12,ATP250,Indoor,Hard,1st Round,3.0,Karatsev A.,Sandgren T.,117.0,48.0,2.28,1.61,1
25,St. Petersburg,St. Petersburg Open,2020-10-12,ATP250,Indoor,Hard,1st Round,3.0,Norrie C.,Fritz T.,75.0,28.0,3.03,1.38,1
25,St. Petersburg,St. Petersburg Open,2020-10-12,ATP250,Indoor,Hard,1st Round,3.0,Bublik A.,Mcdonald M.,52.0,221.0,1.45,2.72,1
25,St. Petersburg,St. Petersburg Open,2020-10-12,ATP250,Indoor,Hard,1st Round,3.0,Donskoy E.,Gerasimov E.,121.0,85.0,3.25,1.34,1
25,St. Petersburg,St. Petersburg Open,2020-10-12,ATP250,Indoor,Hard,1st Round,3.0,Evans D.,Wawrinka S.,34.0,18.0,2.52,1.52,0
23,Cologne,bett1HULKS Indoors,2020-10-12,ATP250,Indoor,Hard,1st Round,3.0,Zverev M.,Millman J.,268.0,44.0,4.11,1.23,1
23,Cologne,bett1HULKS Indoors,2020-10-12,ATP250,Indoor,Hard,1st Round,3.0,Herbert P.H.,Albot R.,81.0,82.0,1.58,2.37,0
23,Cologne,bett1HULKS Indoors,2020-10-12,ATP250,Indoor,Hard,1st Round,3.0,Struff J.L.,Otte O.,32.0,142.0,1.43,2.81,0
24,Sardinia,Forte Village Sardegna Open,2020-10-12,ATP250,Outdoor,Clay,1st Round,3.0,Cuevas P.,Musetti L.,63.0,143.0,2.35,1.58,0
23,Cologne,bett1HULKS Indoors,2020-10-12,ATP250,Indoor,Hard,1st Round,3.0,Hurkacz H.,Polmans M.,31.0,116.0,1.33,3.26,1
23,Cologne,bett1HULKS Indoors,2020-10-12,ATP250,Indoor,Hard,1st Round,3.0,Johnson S.,Krajinovic F.,68.0,30.0,4.39,1.2,1
24,Sardinia,Forte Village Sardegna Open,2020-10-12,ATP250,Outdoor,Clay,1st Round,3.0,Majchrzak K.,Vesely J.,105.0,67.0,2.11,1.71,0
23,Cologne,bett1HULKS Indoors,2020-10-12,ATP250,Indoor,Hard,1st Round,3.0,Novak D.,Thompson J.,94.0,59.0,2.12,1.71,1
25,St. Petersburg,St. Petersburg Open,2020-10-13,ATP250,Indoor,Hard,1st Round,3.0,Rublev A.,Pospisil V.,10.0,79.0,1.4,2.92,1
25,St. Petersburg,St. Petersburg Open,2020-10-13,ATP250,Indoor,Hard,1st Round,3.0,Lopez F.,Coric B.,60.0,27.0,3.03,1.38,0
25,St. Petersburg,St. Petersburg Open,2020-10-13,ATP250,Indoor,Hard,1st Round,3.0,Duckworth J.,Khachanov K.,93.0,17.0,7.13,1.1,0
25,St. Petersburg,St. Petersburg Open,2020-10-13,ATP250,Indoor,Hard,1st Round,3.0,Ivashka I.,Mannarino A.,141.0,39.0,2.09,1.73,1
24,Sardinia,Forte Village Sardegna Open,2020-10-13,ATP250,Outdoor,Clay,1st Round,3.0,Mager G.,Cecchinato M.,91.0,103.0,2.84,1.42,0
24,Sardinia,Forte Village Sardegna Open,2020-10-13,ATP250,Outdoor,Clay,1st Round,3.0,Sonego L.,Zeppieri G.,42.0,317.0,1.27,3.69,1
24,Sardinia,Forte Village Sardegna Open,2020-10-13,ATP250,Outdoor,Clay,1st Round,3.0,Coria F.,Carballes Baena R.,86.0,96.0,1.83,1.96,0
24,Sardinia,Forte Village Sardegna Open,2020-10-13,ATP250,Outdoor,Clay,1st Round,3.0,Seppi A.,Delbonis F.,102.0,78.0,3.82,1.26,0
24,Sardinia,Forte Village Sardegna Open,2020-10-13,ATP250,Outdoor,Clay,1st Round,3.0,Andujar P.,Kovalik J.,54.0,125.0,1.62,2.29,1
25,St. Petersburg,St. Petersburg Open,2020-10-13,ATP250,Indoor,Hard,1st Round,3.0,Wolf J.J.,Raonic M.,123.0,21.0,3.6,1.29,0
25,St. Petersburg,St. Petersburg Open,2020-10-13,ATP250,Indoor,Hard,1st Round,3.0,Kukushkin M.,Kecmanovic M.,88.0,41.0,2.37,1.58,0
24,Sardinia,Forte Village Sardegna Open,2020-10-13,ATP250,Outdoor,Clay,1st Round,3.0,Djere L.,Nagal S.,74.0,129.0,1.56,2.4,1
23,Cologne,bett1HULKS Indoors,2020-10-13,ATP250,Indoor,Hard,1st Round,3.0,Laaksonen H.,Altmaier D.,139.0,122.0,2.21,1.65,1
23,Cologne,bett1HULKS Indoors,2020-10-13,ATP250,Indoor,Hard,1st Round,3.0,Simon G.,Fucsovics M.,57.0,50.0,2.95,1.39,1
23,Cologne,bett1HULKS Indoors,2020-10-13,ATP250,Indoor,Hard,1st Round,3.0,Davidovich Fokina A.,Ruusuvuori E.,71.0,98.0,3.21,1.34,1
23,Cologne,bett1HULKS Indoors,2020-10-13,ATP250,Indoor,Hard,1st Round,3.0,Giron M.,Cilic M.,90.0,40.0,3.65,1.28,0
23,Cologne,bett1HULKS Indoors,2020-10-13,ATP250,Indoor,Hard,1st Round,3.0,Harris L.,Edmund K.,92.0,47.0,2.23,1.64,1
23,Cologne,bett1HULKS Indoors,2020-10-13,ATP250,Indoor,Hard,1st Round,3.0,Verdasco F.,Murray A.,61.0,115.0,3.27,1.33,1
25,St. Petersburg,St. Petersburg Open,2020-10-14,ATP250,Indoor,Hard,1st Round,3.0,Gomez E.,Safiullin R.,151.0,199.0,2.46,1.54,0
25,St. Petersburg,St. Petersburg Open,2020-10-14,ATP250,Indoor,Hard,2nd Round,3.0,Donskoy E.,Wawrinka S.,121.0,18.0,4.66,1.19,0
25,St. Petersburg,St. Petersburg Open,2020-10-14,ATP250,Indoor,Hard,1st Round,3.0,Kotov P.,Humbert U.,286.0,38.0,4.49,1.2,0
25,St. Petersburg,St. Petersburg Open,2020-10-14,ATP250,Indoor,Hard,1st Round,3.0,Troicki V.,Shapovalov D.,197.0,12.0,6.55,1.11,0
23,Cologne,bett1HULKS Indoors,2020-10-14,ATP250,Indoor,Hard,2nd Round,3.0,Johnson S.,Harris L.,68.0,92.0,2.23,1.65,0
23,Cologne,bett1HULKS Indoors,2020-10-14,ATP250,Indoor,Hard,2nd Round,3.0,Hurkacz H.,Zverev M.,31.0,268.0,1.31,3.43,1
23,Cologne,bett1HULKS Indoors,2020-10-14,ATP250,Indoor,Hard,2nd Round,3.0,Paire B.,Novak D.,26.0,94.0,2.35,1.58,0
23,Cologne,bett1HULKS Indoors,2020-10-14,ATP250,Indoor,Hard,2nd Round,3.0,Albot R.,Otte O.,82.0,142.0,2.25,1.63,1
24,Sardinia,Forte Village Sardegna Open,2020-10-14,ATP250,Outdoor,Clay,2nd Round,3.0,Delbonis F.,Andujar P.,78.0,54.0,1.67,2.18,1
24,Sardinia,Forte Village Sardegna Open,2020-10-14,ATP250,Outdoor,Clay,2nd Round,3.0,Carballes Baena R.,Petrovic D.,96.0,166.0,1.36,3.07,0
25,St. Petersburg,St. Petersburg Open,2020-10-14,ATP250,Indoor,Hard,2nd Round,3.0,Norrie C.,Kecmanovic M.,75.0,41.0,2.33,1.6,1
24,Sardinia,Forte Village Sardegna Open,2020-10-14,ATP250,Outdoor,Clay,2nd Round,3.0,Sonego L.,Vesely J.,42.0,67.0,1.66,2.2,0
24,Sardinia,Forte Village Sardegna Open,2020-10-14,ATP250,Outdoor,Clay,1st Round,3.0,Moutet C.,Tiafoe F.,73.0,64.0,2.17,1.67,1
24,Sardinia,Forte Village Sardegna Open,2020-10-14,ATP250,Outdoor,Clay,1st Round,3.0,Caruso S.,Hanfmann Y.,77.0,101.0,2.16,1.68,0
25,St. Petersburg,St. Petersburg Open,2020-10-14,ATP250,Indoor,Hard,1st Round,3.0,Opelka R.,Serdarusic N.,36.0,308.0,1.2,4.5,1
24,Sardinia,Forte Village Sardegna Open,2020-10-14,ATP250,Outdoor,Clay,2nd Round,3.0,Djere L.,Lajovic D.,74.0,24.0,2.11,1.71,1
25,St. Petersburg,St. Petersburg Open,2020-10-14,ATP250,Indoor,Hard,1st Round,3.0,Gasquet R.,Medvedev D.,53.0,6.0,6.12,1.12,0
23,Cologne,bett1HULKS Indoors,2020-10-15,ATP250,Indoor,Hard,2nd Round,3.0,Davidovich Fokina A.,Cilic M.,71.0,40.0,2.43,1.55,1
23,Cologne,bett1HULKS Indoors,2020-10-15,ATP250,Indoor,Hard,2nd Round,3.0,Verdasco F.,Zverev A.,61.0,7.0,4.5,1.2,0
25,St. Petersburg,St. Petersburg Open,2020-10-15,ATP250,Indoor,Hard,2nd Round,3.0,Coric B.,Safiullin R.,27.0,199.0,1.2,4.59,1
24,Sardinia,Forte Village Sardegna Open,2020-10-15,ATP250,Outdoor,Clay,2nd Round,3.0,Moutet C.,Ramos-Vinolas A.,73.0,45.0,1.88,1.9,0
24,Sardinia,Forte Village Sardegna Open,2020-10-15,ATP250,Outdoor,Clay,2nd Round,3.0,Cecchinato M.,Paul T.,103.0,58.0,1.54,2.47,1
24,Sardinia,Forte Village Sardegna Open,2020-10-15,ATP250,Outdoor,Clay,2nd Round,3.0,Pellegrino A.,Musetti L.,292.0,143.0,4.28,1.21,0
24,Sardinia,Forte Village Sardegna Open,2020-10-15,ATP250,Outdoor,Clay,2nd Round,3.0,Ruud C.,Hanfmann Y.,25.0,101.0,1.4,2.91,0
23,Cologne,bett1HULKS Indoors,2020-10-15,ATP250,Indoor,Hard,2nd Round,3.0,Auger-Aliassime F.,Laaksonen H.,22.0,139.0,1.25,3.9,1
23,Cologne,bett1HULKS Indoors,2020-10-15,ATP250,Indoor,Hard,2nd Round,3.0,Bautista Agut R.,Simon G.,13.0,57.0,1.35,3.13,1
25,St. Petersburg,St. Petersburg Open,2020-10-15,ATP250,Indoor,Hard,2nd Round,3.0,Opelka R.,Medvedev D.,36.0,6.0,4.78,1.19,1
25,St. Petersburg,St. Petersburg Open,2020-10-15,ATP250,Indoor,Hard,2nd Round,3.0,Khachanov K.,Karatsev A.,17.0,117.0,1.23,4.09,1
25,St. Petersburg,St. Petersburg Open,2020-10-15,ATP250,Indoor,Hard,2nd Round,3.0,Bublik A.,Raonic M.,52.0,21.0,2.98,1.39,0
25,St. Petersburg,St. Petersburg Open,2020-10-15,ATP250,Indoor,Hard,2nd Round,3.0,Shapovalov D.,Ivashka I.,12.0,141.0,1.18,4.74,1
25,St. Petersburg,St. Petersburg Open,2020-10-15,ATP250,Indoor,Hard,2nd Round,3.0,Humbert U.,Rublev A.,38.0,10.0,5.18,1.16,0
25,St. Petersburg,St. Petersburg Open,2020-10-16,ATP250,Indoor,Hard,Quarterfinals,3.0,Rublev A.,Norrie C.,10.0,75.0,1.11,6.61,1
25,St. Petersburg,St. Petersburg Open,2020-10-16,ATP250,Indoor,Hard,Quarterfinals,3.0,Wawrinka S.,Shapovalov D.,18.0,12.0,2.66,1.48,0
24,Sardinia,Forte Village Sardegna Open,2020-10-16,ATP250,Outdoor,Clay,Quarterfinals,3.0,Delbonis F.,Petrovic D.,78.0,166.0,1.24,3.99,0
24,Sardinia,Forte Village Sardegna Open,2020-10-16,ATP250,Outdoor,Clay,Quarterfinals,3.0,Cecchinato M.,Ramos-Vinolas A.,103.0,45.0,1.77,2.05,1
24,Sardinia,Forte Village Sardegna Open,2020-10-16,ATP250,Outdoor,Clay,Quarterfinals,3.0,Musetti L.,Hanfmann Y.,143.0,101.0,1.76,2.06,1
24,Sardinia,Forte Village Sardegna Open,2020-10-16,ATP250,Outdoor,Clay,Quarterfinals,3.0,Vesely J.,Djere L.,67.0,74.0,1.98,1.81,0
23,Cologne,bett1HULKS Indoors,2020-10-16,ATP250,Indoor,Hard,Quarterfinals,3.0,Harris L.,Zverev A.,92.0,7.0,6.19,1.12,0
23,Cologne,bett1HULKS Indoors,2020-10-16,ATP250,Indoor,Hard,Quarterfinals,3.0,Davidovich Fokina A.,Novak D.,71.0,94.0,1.7,2.14,1
23,Cologne,bett1HULKS Indoors,2020-10-16,ATP250,Indoor,Hard,Quarterfinals,3.0,Auger-Aliassime F.,Albot R.,22.0,82.0,1.2,4.51,1
23,Cologne,bett1HULKS Indoors,2020-10-16,ATP250,Indoor,Hard,Quarterfinals,3.0,Bautista Agut R.,Hurkacz H.,13.0,31.0,1.36,3.12,1
25,St. Petersburg,St. Petersburg Open,2020-10-16,ATP250,Indoor,Hard,Quarterfinals,3.0,Khachanov K.,Raonic M.,17.0,21.0,2.68,1.47,0
25,St. Petersburg,St. Petersburg Open,2020-10-16,ATP250,Indoor,Hard,Quarterfinals,3.0,Opelka R.,Coric B.,36.0,27.0,1.93,1.88,0
25,St. Petersburg,St. Petersburg Open,2020-10-17,ATP250,Indoor,Hard,Semifinals,3.0,Rublev A.,Shapovalov D.,10.0,12.0,1.63,2.27,1
25,St. Petersburg,St. Petersburg Open,2020-10-17,ATP250,Indoor,Hard,Semifinals,3.0,Coric B.,Raonic M.,27.0,21.0,3.23,1.35,1
23,Cologne,bett1HULKS Indoors,2020-10-17,ATP250,Indoor,Hard,Semifinals,3.0,Auger-Aliassime F.,Bautista Agut R.,22.0,13.0,1.97,1.83,1
24,Sardinia,Forte Village Sardegna Open,2020-10-17,ATP250,Outdoor,Clay,Semifinals,3.0,Cecchinato M.,Petrovic D.,103.0,166.0,1.21,4.49,1
23,Cologne,bett1HULKS Indoors,2020-10-17,ATP250,Indoor,Hard,Semifinals,3.0,Davidovich Fokina A.,Zverev A.,71.0,7.0,5.75,1.14,0
24,Sardinia,Forte Village Sardegna Open,2020-10-18,ATP250,Outdoor,Clay,The Final,3.0,Djere L.,Cecchinato M.,74.0,103.0,2.53,1.52,1
23,Cologne,bett1HULKS Indoors,2020-10-18,ATP250,Indoor,Hard,The Final,3.0,Zverev A.,Auger-Aliassime F.,7.0,22.0,1.39,2.95,1
25,St. Petersburg,St. Petersburg Open,2020-10-18,ATP250,Indoor,Hard,The Final,3.0,Rublev A.,Coric B.,10.0,27.0,1.25,3.93,1
27,Cologne,bett1HULKS Championship,2020-10-19,ATP250,Indoor,Hard,1st Round,3.0,Cilic M.,Johnson S.,40.0,71.0,1.35,3.18,0
27,Cologne,bett1HULKS Championship,2020-10-19,ATP250,Indoor,Hard,1st Round,3.0,Mannarino A.,Popyrin A.,41.0,109.0,1.63,2.27,1
27,Cologne,bett1HULKS Championship,2020-10-19,ATP250,Indoor,Hard,1st Round,3.0,Altmaier D.,Gerasimov E.,124.0,87.0,2.02,1.78,0
27,Cologne,bett1HULKS Championship,2020-10-19,ATP250,Indoor,Hard,1st Round,3.0,Edmund K.,Nishioka Y.,47.0,56.0,1.55,2.43,0
27,Cologne,bett1HULKS Championship,2020-10-19,ATP250,Indoor,Hard,1st Round,3.0,Nagal S.,Kecmanovic M.,130.0,39.0,5.07,1.16,0
27,Cologne,bett1HULKS Championship,2020-10-19,ATP250,Indoor,Hard,1st Round,3.0,Thompson J.,Simon G.,60.0,58.0,2.85,1.42,0
26,Antwerp,European Open,2020-10-19,ATP250,Indoor,Hard,1st Round,3.0,Lopez F.,Paul T.,62.0,59.0,2.36,1.59,1
26,Antwerp,European Open,2020-10-19,ATP250,Indoor,Hard,1st Round,3.0,Tiafoe F.,Lajovic D.,63.0,25.0,1.5,2.59,1
26,Antwerp,European Open,2020-10-19,ATP250,Indoor,Hard,1st Round,3.0,Coppejans K.,Humbert U.,172.0,38.0,6.37,1.12,0
26,Antwerp,European Open,2020-10-20,ATP250,Indoor,Hard,1st Round,3.0,Coria F.,Andujar P.,86.0,55.0,3.0,1.39,0
26,Antwerp,European Open,2020-10-20,ATP250,Indoor,Hard,1st Round,3.0,Giron M.,Nardi L.,94.0,917.0,1.1,7.1,1
26,Antwerp,European Open,2020-10-20,ATP250,Indoor,Hard,1st Round,3.0,Ruusuvuori E.,Norrie C.,100.0,70.0,1.57,2.38,0
26,Antwerp,European Open,2020-10-20,ATP250,Indoor,Hard,1st Round,3.0,Evans D.,Caruso S.,35.0,79.0,1.26,3.84,1
26,Antwerp,European Open,2020-10-20,ATP250,Indoor,Hard,1st Round,3.0,De Minaur A.,Gasquet R.,29.0,54.0,1.29,3.6,1
27,Cologne,bett1HULKS Championship,2020-10-20,ATP250,Indoor,Hard,1st Round,3.0,Dzumhur D.,Davidovich Fokina A.,114.0,64.0,2.45,1.55,0
27,Cologne,bett1HULKS Championship,2020-10-20,ATP250,Indoor,Hard,1st Round,3.0,Sandgren T.,Herbert P.H.,48.0,82.0,2.38,1.58,0
27,Cologne,bett1HULKS Championship,2020-10-20,ATP250,Indoor,Hard,1st Round,3.0,Sinner J.,Duckworth J.,46.0,97.0,1.11,6.53,1
27,Cologne,bett1HULKS Championship,2020-10-20,ATP250,Indoor,Hard,1st Round,3.0,Otte O.,Novak D.,141.0,91.0,3.18,1.35,1
27,Cologne,bett1HULKS Championship,2020-10-20,ATP250,Indoor,Hard,1st Round,3.0,Verdasco F.,Millman J.,61.0,44.0,2.08,1.74,0
26,Antwerp,European Open,2020-10-20,ATP250,Indoor,Hard,1st Round,3.0,Moutet C.,Harris L.,74.0,90.0,2.56,1.51,0
26,Antwerp,European Open,2020-10-20,ATP250,Indoor,Hard,1st Round,3.0,Bergs Z.,Ramos-Vinolas A.,528.0,45.0,3.21,1.35,1
27,Cologne,bett1HULKS Championship,2020-10-21,ATP250,Indoor,Hard,1st Round,3.0,Struff J.L.,Cecchinato M.,32.0,77.0,1.16,5.26,1
